movie_title,director_name,num_user_for_reviews,language,country,title_year,imdb_score,aspect_ratio,movie_facebook_likes,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,actor_3_name,actor_2_name,actor_1_name,num_voted_users,cast_total_facebook_likes,budget
The Last Samurai ,Edward Zwick,928,English,USA,2003,7.7,2.35,0,380,445,956,10000,Chad Lindberg,Tony Goldwyn,Tom Cruise,317166,11945,140000000
Exodus: Gods and Kings ,Ridley Scott,657,English,UK,2014,6.1,2.35,51000,0,748,893,23000,Ben Mendelsohn,María Valverde,Christian Bale,128682,26490,140000000
Star Trek ,J.J. Abrams,1559,English,USA,2009,8,2.35,19000,14000,981,12000,26000,Bruce Greenwood,Leonard Nimoy,Chris Hemsworth,504419,39284,150000000
Spider-Man ,Sam Raimi,2012,English,USA,2002,7.3,1.85,5000,0,4000,11000,24000,Kirsten Dunst,James Franco,J.K. Simmons,544665,40484,139000000
How to Train Your Dragon 2 ,Dean DeBlois,343,English,USA,2014,7.9,2.35,46000,255,953,3000,18000,America Ferrera,Djimon Hounsou,Gerard Butler,221128,23378,145000000
Gods of Egypt ,Alex Proyas,273,English,USA,2016,5.5,2.35,24000,295,284,934,18000,Bryan Brown,Elodie Yung,Gerard Butler,51892,19769,140000000
Stealth ,Rob Cohen,388,English,USA,2005,5,2.35,0,357,653,780,820,Richard Roxburgh,Joe Morton,Sam Shepard,45455,2705,135000000
Watchmen ,Zack Snyder,1229,English,USA,2009,7.7,2.35,18000,0,413,745,986,Stephen McHattie,Billy Crudup,Matt Frewer,392474,2530,130000000
Lethal Weapon 4 ,Richard Donner,287,English,USA,1998,6.6,2.35,0,503,91,808,5000,Darlene Love,Rene Russo,Jet Li,127497,6171,140000000
Hulk ,Ang Lee,1445,English,USA,2003,5.7,1.85,0,0,258,300,820,Celia Weston,Regi Davis,Kevin Rankin,212106,1814,137000000
G.I. Joe: Retaliation ,Jon M. Chu,288,English,USA,2013,5.8,2.35,42000,209,934,12000,17000,Elodie Yung,Dwayne Johnson,Channing Tatum,146352,31958,130000000
Sahara ,Breck Eisner,463,English,UK,2005,6,2.35,0,42,848,973,11000,Delroy Lindo,Rainn Wilson,Matthew McConaughey,77673,13073,130000000
Final Fantasy: The Spirits Within ,Hironobu Sakaguchi,788,English,USA,2001,6.4,1.85,0,6,422,2000,12000,Jean Simmons,Ming-Na Wen,Steve Buscemi,72259,15015,137000000
Captain America: The First Avenger ,Joe Johnston,679,English,USA,2011,6.9,2.35,46000,394,2000,3000,11000,Hayley Atwell,Dominic Cooper,Chris Evans,508818,19761,140000000
The World Is Not Enough ,Michael Apted,683,English,UK,1999,6.4,2.35,2000,150,244,536,766,Desmond Llewelyn,Maria Grazia Cucinotta,Colin Salmon,157519,2037,135000000
Master and Commander: The Far Side of the World ,Peter Weir,684,English,USA,2003,7.4,2.35,0,608,168,172,613,David Threlfall,Lee Ingleby,James D'Arcy,168207,1205,150000000
The Twilight Saga: Breaking Dawn - Part 2 ,Bill Condon,329,English,USA,2012,5.5,2.35,65000,386,12000,17000,21000,Taylor Lautner,Kristen Stewart,Robert Pattinson,185394,59177,120000000
Happy Feet 2 ,George Miller,79,English,Australia,2011,5.9,2.35,0,750,988,11000,49000,Common,Brad Pitt,Robin Williams,32399,62644,135000000
The Incredible Hulk ,Louis Leterrier,643,English,USA,2008,6.8,2.35,0,255,882,1000,3000,William Hurt,Peter Mensah,Ty Burrell,326286,5811,150000000
Miami Vice             ,,74,English,USA,,7.5,1.33,0,,184,321,982,John Diehl,Philip Michael Thomas,Don Johnson,16769,1687,1500000
The BFG ,Steven Spielberg,106,English,UK,2016,6.8,2.35,27000,14000,358,400,535,Rafe Spall,Penelope Wilton,Mark Rylance,12572,1950,140000000
The Revenant ,Alejandro G. Iñárritu,1188,English,USA,2015,8.1,2.35,190000,0,733,27000,29000,Lukas Haas,Tom Hardy,Leonardo DiCaprio,406020,57108,135000000
Turbo ,David Soren,90,English,USA,2013,6.5,2.35,13000,13,463,881,16000,Ben Schwartz,Snoop Dogg,Ryan Reynolds,62424,17416,135000000
Rango ,Gore Verbinski,337,English,USA,2011,7.2,2.35,26000,563,939,1000,40000,Stephen Root,Ray Winstone,Johnny Depp,183208,43291,135000000
Penguins of Madagascar ,Eric Darnell,118,English,USA,2014,6.7,1.85,11000,35,179,411,19000,Andy Richter,Annet Mahendru,Benedict Cumberbatch,60230,19963,132000000
The Bourne Ultimatum ,Paul Greengrass,820,English,USA,2007,8.1,2.35,0,521,883,897,13000,Albert Finney,Edgar Ramírez,Matt Damon,491077,17369,110000000
Kung Fu Panda ,Mark Osborne,360,English,USA,2008,7.6,2.35,6000,54,562,967,11000,Dan Fogler,Wayne Knight,Angelina Jolie Pitt,307029,12754,130000000
Ant-Man ,Peyton Reed,549,English,USA,2015,7.4,1.85,61000,235,680,2000,2000,T.I.,Hayley Atwell,Judy Greer,313866,5730,130000000
The Hunger Games: Catching Fire ,Francis Lawrence,706,English,USA,2013,7.6,2.35,82000,508,523,14000,34000,Sandra Ellis Lafferty,Josh Hutcherson,Jennifer Lawrence,498397,49355,130000000
The Twilight Saga: Breaking Dawn - Part 2 ,Bill Condon,329,English,USA,2012,5.5,2.35,65000,386,12000,17000,21000,Taylor Lautner,Kristen Stewart,Robert Pattinson,185394,59177,120000000
Home ,Tim Johnson,214,English,USA,2015,6.7,1.85,26000,12,183,523,17000,April Winchell,Matt Jones,Jim Parsons,70121,17883,135000000
War of the Worlds ,Steven Spielberg,2741,English,USA,2005,6.5,1.85,0,14000,807,1000,10000,Rick Gonzalez,Lisa Ann Walter,Tom Cruise,334345,12758,132000000
Bad Boys II ,Michael Bay,511,English,USA,2003,6.6,2.35,0,0,877,898,10000,Jordi Mollà,Henry Rollins,Will Smith,178126,12954,130000000
Puss in Boots ,Chris Miller,137,English,USA,2011,6.7,2.35,16000,50,397,442,4000,Amy Sedaris,Constance Marie,Salma Hayek,114287,5046,130000000
Salt ,Phillip Noyce,514,English,USA,2010,6.4,2.35,23000,176,282,702,11000,August Diehl,Andre Braugher,Angelina Jolie Pitt,245621,12406,110000000
Noah ,Darren Aronofsky,1240,English,USA,2014,5.8,1.85,71000,0,8000,9000,12000,Logan Lerman,Emma Watson,Anthony Hopkins,200022,32355,125000000
The Adventures of Tintin ,Steven Spielberg,447,English,USA,2011,7.4,2.35,44000,14000,845,871,2000,Tony Curran,Mackenzie Crook,Toby Jones,177383,4631,135000000
Harry Potter and the Prisoner of Azkaban ,Alfonso Cuarón,1504,English,UK,2004,7.8,2.35,11000,0,10000,10000,11000,Rupert Grint,Gary Oldman,Daniel Radcliffe,382255,33284,130000000
Australia ,Baz Luhrmann,450,English,Australia,2008,6.6,2.35,0,1000,165,284,309,Eddie Baroo,Bryan Brown,Essie Davis,102338,921,130000000
After Earth ,M. Night Shyamalan,744,English,USA,2013,4.9,2.35,37000,0,894,943,10000,Glenn Morshower,Zoë Kravitz,Will Smith,158720,14168,130000000
Dinosaur ,Eric Leighton,241,English,USA,2000,6.5,1.85,0,0,388,558,1000,Della Reese,D.B. Sweeney,Alfre Woodard,38438,2945,127500000
Harry Potter and the Deathly Hallows: Part II ,Matt Birch,2,English,UK,2011,7.5,,40,0,159,570,10000,Ralph Ineson,Dave Legeno,Rupert Grint,381,11036,
Night at the Museum: Secret of the Tomb ,Shawn Levy,126,English,USA,2014,6.2,1.85,11000,189,1000,3000,49000,Steve Coogan,Rami Malek,Robin Williams,67223,53587,127000000
Megamind ,Tom McGrath,187,English,USA,2010,7.3,2.35,13000,96,8000,11000,24000,Will Ferrell,Brad Pitt,J.K. Simmons,172754,46120,130000000
Harry Potter and the Sorcerer's Stone ,Chris Columbus,1571,English,UK,2001,7.5,2.35,16000,0,645,687,11000,Verne Troyer,Fiona Shaw,Daniel Radcliffe,444683,13191,125000000
R.I.P.D. ,Robert Schwentke,210,English,USA,2013,5.6,2.35,20000,124,1000,12000,16000,Stephanie Szostak,Jeff Bridges,Ryan Reynolds,91640,31549,130000000
Godzilla Resurgence ,Hideaki Anno,13,Japanese,Japan,2016,8.2,2.35,0,28,12,106,544,Atsuko Maeda,Shin'ya Tsukamoto,Mark Chinnery,374,699,
Pirates of the Caribbean: The Curse of the Black Pearl ,Gore Verbinski,2113,English,USA,2003,8.1,2.35,10000,563,1000,5000,40000,Jack Davenport,Orlando Bloom,Johnny Depp,809474,48184,140000000
Harry Potter and the Deathly Hallows: Part I ,Matt Birch,2,English,UK,2010,6.4,,25,0,1000,2000,10000,Alfred Enoch,Toby Jones,Rupert Grint,252,14719,
The Hunger Games: Mockingjay - Part 1 ,Francis Lawrence,591,English,USA,2014,6.7,2.35,52000,508,14000,22000,34000,Josh Hutcherson,Philip Seymour Hoffman,Jennifer Lawrence,305008,81385,125000000
The Da Vinci Code ,Ron Howard,1966,English,USA,2006,6.6,2.35,0,2000,362,574,15000,Jürgen Prochnow,Seth Gabel,Tom Hanks,314253,16008,125000000
Rio 2 ,Carlos Saldanha,99,English,USA,2014,6.4,2.35,0,107,56,237,688,Jeffrey Garcia,Rachel Crow,Miguel Ferrer,58498,1031,103000000
X-Men 2 ,Bryan Singer,1055,English,Canada,2003,7.5,2.35,0,0,346,505,20000,Aaron Stanford,Bruce Davison,Hugh Jackman,405973,20952,110000000
Fast Five ,Justin Lin,366,English,USA,2011,7.3,2.35,54000,681,12000,14000,23000,Dwayne Johnson,Vin Diesel,Paul Walker,284792,55345,125000000
Sherlock Holmes: A Game of Shadows ,Guy Ritchie,412,English,USA,2011,7.5,2.35,39000,0,154,979,21000,Paul Anderson,Eddie Marsan,Robert Downey Jr.,338635,22403,125000000
Clash of the Titans ,Louis Leterrier,637,English,USA,2010,5.8,2.35,15000,255,850,1000,14000,Alexa Davalos,Jason Flemyng,Liam Neeson,229679,18003,125000000
Total Recall ,Paul Verhoeven,391,English,USA,1990,7.5,1.85,0,719,217,308,605,Marshall Bell,Rachel Ticotin,Ronny Cox,240241,1441,65000000
The 13th Warrior ,John McTiernan,546,English,USA,1999,6.6,2.35,0,323,241,372,845,Clive Russell,Vladimir Kulich,Tony Curran,101411,1815,85000000
The Bourne Legacy ,Tony Gilroy,504,English,USA,2012,6.7,2.35,31000,209,602,826,10000,Stacy Keach,Scott Glenn,Jeremy Renner,229823,12175,125000000
Batman & Robin ,Joel Schumacher,1018,English,USA,1997,3.7,1.85,0,541,409,890,920,John Glover,Vivica A. Fox,Michael Gough,189855,2699,125000000
How the Grinch Stole Christmas ,Ron Howard,482,English,USA,2000,6,1.85,0,2000,636,722,1000,Molly Shannon,T.J. Thyne,Clint Howard,141414,4146,123000000
The Day After Tomorrow ,Roland Emmerich,1159,English,USA,2004,6.4,2.35,19000,776,812,2000,15000,Sela Ward,Dennis Quaid,Jake Gyllenhaal,333248,20553,125000000
Mission: Impossible II ,John Woo,1426,English,USA,2000,6.1,2.35,0,610,653,794,10000,Richard Roxburgh,Dougray Scott,Tom Cruise,242188,11930,125000000
The Perfect Storm ,Wolfgang Petersen,779,English,USA,2000,6.4,2.35,0,249,461,638,784,Bob Gunton,Mary Elizabeth Mastrantonio,Karen Allen,133076,2684,140000000
Fantastic 4: Rise of the Silver Surfer ,Tim Story,436,English,USA,2007,5.6,2.35,0,167,702,2000,11000,Andre Braugher,Ioan Gruffudd,Chris Evans,213275,15302,130000000
Life of Pi ,Ang Lee,755,English,USA,2012,8,1.85,122000,0,341,358,774,Tabu,Rafe Spall,Suraj Sharma,440084,2121,120000000
Ghost Rider ,Mark Steven Johnson,681,English,USA,2007,5.2,2.35,0,160,402,701,12000,Peter Fonda,Matt Long,Nicolas Cage,182661,14017,110000000
Jason Bourne ,Paul Greengrass,297,English,UK,2016,7.1,2.35,31000,521,265,365,13000,Ato Essandoh,Riz Ahmed,Matt Damon,40123,13752,120000000
Charlie's Angels: Full Throttle ,McG,554,English,USA,2003,4.8,2.35,0,368,1000,1000,2000,Justin Theroux,Bernie Mac,Demi Moore,100821,4046,120000000
Prometheus ,Ridley Scott,2326,English,USA,2012,7,2.35,97000,0,641,9000,13000,Sean Harris,Charlize Theron,Michael Fassbender,456260,24098,130000000
Stuart Little 2 ,Rob Minkoff,69,English,USA,2002,5.4,1.85,459,50,537,799,886,Melanie Griffith,Brad Garrett,Nathan Lane,36471,2682,120000000
Elysium ,Neill Blomkamp,814,English,USA,2013,6.6,2.35,61000,662,1000,2000,13000,Alice Braga,Sharlto Copley,Matt Damon,338087,17689,115000000
The Chronicles of Riddick ,David Twohy,666,English,USA,2004,6.7,2.35,0,123,567,850,14000,Christina Cox,Alexa Davalos,Vin Diesel,183909,17159,105000000
RoboCop ,José Padilha,630,English,USA,2014,6.2,2.35,60000,294,1000,2000,10000,Jennifer Ehle,Abbie Cornish,Gary Oldman,182899,14161,100000000
Speed Racer ,Lana Wachowski,414,English,USA,2008,6.1,2.35,0,0,87,107,690,Nicholas Elia,Kick Gurry,Scott Porter,57873,902,120000000
How Do You Know ,James L. Brooks,196,English,USA,2010,5.3,1.85,0,274,157,216,273,Teyonah Parris,Domenick Lombardozzi,Shelley Conn,35066,993,120000000
Knight and Day ,James Mangold,348,English,USA,2010,6.3,2.35,11000,446,877,973,10000,Jordi Mollà,Marc Blucas,Tom Cruise,148280,12731,117000000
Oblivion ,Joseph Kosinski,892,English,USA,2013,7,2.35,71000,364,1000,10000,11000,Zoë Bell,Tom Cruise,Morgan Freeman,387436,22004,120000000
Star Wars: Episode III - Revenge of the Sith ,George Lucas,3286,English,USA,2005,7.6,2.35,10000,0,4000,16000,20000,Hayden Christensen,Christopher Lee,Natalie Portman,520104,44042,113000000
Star Wars: Episode II - Attack of the Clones ,George Lucas,3516,English,USA,2002,6.7,1.78,0,0,4000,16000,20000,Hayden Christensen,Christopher Lee,Natalie Portman,464310,42990,115000000
"Monsters, Inc. ",Pete Docter,593,English,USA,2001,8.1,1.85,0,0,773,1000,12000,James Coburn,John Ratzenberger,Steve Buscemi,585659,15013,115000000
The Wolverine ,James Mangold,533,English,USA,2013,6.7,2.35,68000,446,929,992,20000,Rila Fukushima,Tao Okamoto,Hugh Jackman,328067,23755,120000000
Star Wars: Episode I - The Phantom Menace ,George Lucas,3597,English,USA,1999,6.5,2.35,13000,0,1000,14000,20000,Ian McDiarmid,Liam Neeson,Natalie Portman,534658,37723,115000000
The Croods ,Kirk De Micco,195,English,USA,2013,7.3,2.35,28000,16,12000,15000,16000,Nicolas Cage,Emma Stone,Ryan Reynolds,150618,43286,135000000
Asterix at the Olympic Games ,Frédéric Forestier,36,French,France,2008,5.1,2.35,291,0,141,276,936,Vanessa Hessler,Santiago Segura,Alain Delon,20567,1609,78000000
Windtalkers ,John Woo,454,English,USA,2002,6,2.35,0,610,617,836,12000,Noah Emmerich,Roger Willie,Nicolas Cage,55994,15046,115000000
The Huntsman: Winter's War ,Cedric Nicolas-Troyan,134,English,USA,2016,6.1,2.35,16000,19,9000,11000,26000,Charlize Theron,Sam Claflin,Chris Hemsworth,37750,46719,115000000
Teenage Mutant Ninja Turtles ,Jonathan Liebesman,491,English,USA,2014,5.9,2.35,62000,473,429,809,833,Jeremy Howard,Danny Woodburn,Noel Fisher,167085,2690,125000000
Gravity ,Alfonso Cuarón,1885,English,UK,2013,7.8,2.35,147000,0,13,23,39,Amy Warren,Basher Savage,Phaldut Sharma,582917,87,100000000
Dante's Peak ,Roger Donaldson,277,English,USA,1997,5.8,2.35,0,79,268,293,650,Tzi Ma,Grant Heslov,Jamie Renée Smith,62271,1569,116000000
Teenage Mutant Ninja Turtles: Out of the Shadows ,Dave Green,115,English,USA,2016,6.3,2.35,12000,13,799,833,5000,Brad Garrett,Noel Fisher,Stephen Amell,17533,8306,135000000
Fantastic Four ,Josh Trank,695,English,USA,2015,4.3,2.35,41000,128,78,360,596,Tim Heidecker,Reg E. Cathey,Tim Blake Nelson,110486,1261,120000000
Night at the Museum ,Shawn Levy,444,English,USA,2006,6.4,1.85,3000,189,1000,3000,49000,Steve Coogan,Rami Malek,Robin Williams,234480,55486,110000000
San Andreas ,Brad Peyton,499,English,USA,2015,6.1,2.35,52000,62,884,2000,12000,Archie Panjabi,Ioan Gruffudd,Dwayne Johnson,147497,16718,110000000
Tomorrow Never Dies ,Roger Spottiswoode,328,English,UK,1997,6.5,2.35,0,55,387,766,811,Joe Don Baker,Colin Salmon,Vincent Schiavelli,149680,2958,110000000
The Patriot ,Roland Emmerich,1144,English,USA,2000,7.1,2.35,4000,776,1000,2000,13000,Tom Wilkinson,Adam Baldwin,Heath Ledger,207613,19454,110000000
Ocean's Twelve ,Steven Soderbergh,627,English,USA,2004,6.4,2.35,0,0,350,8000,11000,Mini Anden,Julia Roberts,Brad Pitt,284852,19359,110000000
Mr. & Mrs. Smith ,Doug Liman,798,English,USA,2005,6.5,2.35,0,218,322,11000,11000,Stephanie March,Angelina Jolie Pitt,Brad Pitt,348861,22722,120000000
Insurgent ,Robert Schwentke,258,English,USA,2015,6.3,2.35,27000,124,1000,5000,14000,Mekhi Phifer,Theo James,Kate Winslet,154621,22622,110000000
The Aviator ,Martin Scorsese,799,English,USA,2004,7.5,2.35,0,17000,827,3000,29000,Frances Conroy,Adam Scott,Leonardo DiCaprio,264318,34582,110000000
Gulliver's Travels ,Rob Letterman,121,English,USA,2010,4.9,2.35,0,11,116,392,480,Olly Alexander,Catherine Tate,James Corden,53160,1173,112000000
The Green Hornet ,Michel Gondry,443,English,USA,2011,5.8,2.35,14000,1000,741,1000,11000,Chad L. Coleman,Tom Wilkinson,Christoph Waltz,136019,13391,120000000
The A-Team             ,,97,English,USA,,7.6,4,0,,432,554,669,Dwight Schultz,Dirk Benedict,George Peppard,25402,1655,
300: Rise of an Empire ,Noam Murro,523,English,USA,2014,6.2,2.35,71000,263,1000,1000,6000,Peter Mensah,Sullivan Stapleton,Eva Green,225273,10583,110000000
The Smurfs ,Raja Gosnell,153,English,USA,2011,5.5,1.78,31000,67,111,113,383,Madison McKinley,Tim Gunn,Mahadeo Shivraj,66593,692,110000000
Home on the Range ,Will Finn,88,English,USA,2004,5.4,1.78,304,6,421,513,12000,G.W. Bailey,Roseanne Barr,Steve Buscemi,13581,13607,110000000
Allegiant ,Robert Schwentke,144,English,USA,2016,5.8,2.35,12000,124,943,5000,6000,Zoë Kravitz,Theo James,Naomi Watts,44296,12452,110000000
Real Steel ,Shawn Levy,426,English,USA,2011,7.1,2.35,36000,189,544,929,20000,Olga Fonda,Torey Michael Adkins,Hugh Jackman,254841,22254,110000000
The Smurfs 2 ,Raja Gosnell,59,English,USA,2013,5.4,1.85,0,67,40,71,681,Vanessa Matsui,Nancy O'Dell,Jacob Tremblay,27257,914,105000000
Speed 2: Cruise Control ,Jan de Bont,248,English,USA,1997,3.7,2.35,894,101,202,368,673,Lois Chiles,Temuera Morrison,Jason Patric,60573,2027,160000000
Ender's Game ,Gavin Hood,554,English,USA,2013,6.7,2.35,123000,151,430,635,11000,Aramis Knight,Moises Arias,Harrison Ford,184561,12908,110000000
Live Free or Die Hard ,Len Wiseman,782,English,USA,2007,7.2,2.35,0,235,297,300,13000,Cyril Raffaelli,Jonathan Sadowski,Bruce Willis,336235,13961,110000000
The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,5060,English,New Zealand,2001,8.8,2.35,21000,0,857,5000,16000,Billy Boyd,Orlando Bloom,Christopher Lee,1238746,22342,93000000
Around the World in 80 Days ,Frank Coraci,191,English,USA,2004,5.8,2.35,0,153,447,1000,1000,Cécile De France,Steve Coogan,Jim Broadbent,68720,3175,110000000
Ali ,Michael Mann,386,English,USA,2001,6.8,2.35,0,0,780,851,10000,Joe Morton,Jada Pinkett Smith,Will Smith,79186,14196,107000000
The Cat in the Hat ,Bo Welch,456,English,USA,2003,3.8,1.85,946,34,434,743,760,Spencer Breslin,Kelly Preston,Sean Hayes,36033,2762,109000000
"I, Robot ",Alex Proyas,789,English,USA,2004,7.1,2.35,0,295,466,981,10000,Chi McBride,Bruce Greenwood,Will Smith,387632,12068,120000000
Kingdom of Heaven ,Ridley Scott,942,English,USA,2005,7.2,2.35,0,0,195,5000,14000,Philip Glenister,Orlando Bloom,Liam Neeson,217373,19600,130000000
Stuart Little ,Rob Minkoff,179,English,Germany,1999,5.9,1.85,0,50,692,886,979,Jeffrey Jones,Nathan Lane,Chazz Palminteri,94172,3382,133000000
The Princess and the Frog ,Ron Clements,214,English,USA,2009,7.1,1.85,5000,63,525,578,852,Anika Noni Rose,Jenifer Lewis,Oprah Winfrey,89351,2480,105000000
The Martian ,Ridley Scott,1023,English,USA,2015,8.1,2.35,153000,0,372,801,13000,Benedict Wong,Donald Glover,Matt Damon,472488,14831,108000000
"10,000 B.C.             ",Christopher Barnard,,,,,7.2,,0,0,,,5,,,Mathew Buck,6,5,
The Island ,Michael Bay,899,English,USA,2005,6.9,2.35,0,0,3000,12000,19000,Djimon Hounsou,Steve Buscemi,Scarlett Johansson,263329,34839,126000000
Town & Country ,Peter Chelsom,89,English,New Line,2001,4.4,1.85,53,23,591,631,752,Garry Shandling,Warren Beatty,Del Zamora,4102,3133,90000000
Gone in Sixty Seconds ,Dominic Sena,498,English,USA,2000,6.5,2.35,0,57,3000,11000,12000,Robert Duvall,Angelina Jolie Pitt,Nicolas Cage,218341,29069,90000000
Gladiator ,Ridley Scott,2368,English,USA,2000,8.5,2.35,21000,0,695,933,3000,Oliver Reed,Connie Nielsen,Djimon Hounsou,982637,6521,103000000
Minority Report ,Steven Spielberg,1331,English,USA,2002,7.7,2.35,0,14000,533,798,10000,Jessica Capshaw,Frank Grillo,Tom Cruise,399651,12546,102000000
Harry Potter and the Chamber of Secrets ,Chris Columbus,858,English,UK,2002,7.4,2.35,0,0,9000,10000,11000,Emma Watson,Rupert Grint,Daniel Radcliffe,387616,35672,100000000
Casino Royale ,Martin Campbell,2301,English,UK,2006,8,2.35,0,258,834,1000,6000,Ivana Milicevic,Tobias Menzies,Eva Green,470483,9125,150000000
Planet of the Apes ,Tim Burton,1368,English,USA,2001,5.7,2.35,0,13000,567,658,1000,Erick Avari,Estella Warren,Cary-Hiroyuki Tagawa,177725,2776,100000000
Terminator 2: Judgment Day ,James Cameron,983,English,USA,1991,8.5,2.35,13000,0,539,604,780,S. Epatha Merkerson,Jenette Goldstein,Joe Morton,744891,2829,102000000
Public Enemies ,Michael Mann,585,English,USA,2009,7,2.35,0,0,1000,23000,40000,Stephen Graham,Christian Bale,Johnny Depp,230931,64599,100000000
American Gangster ,Ridley Scott,458,English,USA,2007,7.8,1.85,0,0,561,782,18000,RZA,Ruby Dee,Denzel Washington,324671,20354,100000000
True Lies ,James Cameron,351,English,USA,1994,7.2,2.35,0,0,618,1000,2000,Tom Arnold,Tia Carrere,Jamie Lee Curtis,190439,4528,115000000
The Taking of Pelham 1 2 3 ,Tony Scott,285,English,USA,2009,6.4,2.35,0,12000,385,464,18000,Michael Rispoli,Ramon Rodriguez,Denzel Washington,149998,19906,100000000
Little Fockers ,Paul Weitz,152,English,USA,2010,5.5,1.85,0,80,708,713,22000,Teri Polo,Blythe Danner,Robert De Niro,85531,24082,100000000
The Other Guys ,Adam McKay,316,English,USA,2010,6.7,2.35,16000,285,107,8000,12000,Derek Jeter,Will Ferrell,Dwayne Johnson,189806,20233,100000000
